n	Session	magnetometer.seconds.Unix	magnetometer.magx	magnetometer.magy	magnetometer.magz
1457	4607	1411813571	\x004b004b004d004b004a004a00490049004900470045004400460045004500440044004500450047004600470047004600460047004500450043004200400040003e003c003d003d003d003d003d0040004000410041003f003d003c003b003900370037	\xff43ff43ff42ff42ff43ff45ff45ff45ff46ff45ff45ff46ff45ff44ff43ff42ff41ff41ff3fff3fff3eff40ff3eff3eff3fff40ff40ff40ff41ff40ff42ff44ff44ff44ff47ff48ff49ff49ff46ff46ff47ff48ff49ff4aff4aff4aff4cff4bff4bff4b	\x0023002200200021001f001f002000200020002100220023002300230022002200200020001f0021002100210021002200240026002800260029002c002e002c002d002d002c002c002b002a0029002c002b002b002c002b002b002a002a002b002b0029
1458	4607	1411813572	\x003800370035003600370038003a003a003a003b003b003b003a003a003800360037003500330035003500340033003400330033003500340034003600370038003800380038003a00380035003600380038003700370035003600390038003600350037	\xff49ff4aff49ff49ff48ff48ff47ff47ff47ff47ff46ff48ff49ff49ff4aff4aff4aff4aff4cff4bff4bff4bff4aff49ff49ff47ff44ff45ff44ff44ff44ff45ff46ff46ff48ff47ff48ff49ff47ff46ff45ff45ff43ff43ff42ff41ff42ff42ff42ff42	\x002a002c002b002b002d0028002800280028002600280028002600280028002a00290028002600260027002600260024002400250025002400230023002000200021001e001f0020002100220023002400240026002400210021001f001f001e001d001d
1459	4607	1411813573	\x00370038003700360036003700360036003600360036003500360035003300320032003300330032003200310032003300310030002f002f002d002e002d002f002f002e002f002f003200310031002f003100320033003400330034003400350036	\xff42ff44ff44ff45ff46ff47ff47ff47ff48ff46ff47ff43ff43ff43ff41ff3fff3fff3dff3aff3eff3cff3cff3eff40ff41ff43ff45ff43ff46ff46ff46ff45ff44ff44ff44ff45ff44ff43ff41ff41ff41ff40ff41ff40ff40ff41ff44ff44ff44	\x001c001d001d001c001c001c001d001b0020002100210022002300250023002300200020002000210021001f001f0020001f001f00210021001f00210023002400260027002600250026002600260025002400250024002500240026002400250026
1460	4607	1411813574	\x003500360035003300330034003400350035003300340036003500350036003400340034003300310031002f002f002d002c002c002d002d002e002f002f0030002f002f002e002e002d002d002d002d002d002c002b0029002900290029002b002a002a	\xff46ff46ff46ff46ff46ff46ff46ff45ff46ff47ff47ff48ff47ff46ff45ff45ff44ff42ff43ff43ff43ff45ff44ff46ff45ff47ff46ff46ff47ff45ff47ff45ff45ff46ff48ff49ff4aff4bff4dff4dff50ff4fff4eff4fff50ff4fff50ff52ff51ff52	\x0027002600260028002700290029002a0029002b002b002a002b002b002a0029002900280028002800270027002800280029002a002b002c002d002d002e002f002f002f0030002f002f002e002b002a002a002b002a002b002b002a002c002e002d002c
1461	4607	1411813575	\x002b002b002b002b002b0029002b002b002a002b002b002c002a002c002b002b002a002a002b00290029002700280029002a002b002b002c002d002e002d002d002d002c002b002c002d002e002e002e002e002f00300031002f002f00300030002f002e	\xff54ff52ff52ff53ff53ff51ff51ff50ff50ff50ff51ff51ff4fff52ff54ff54ff53ff53ff51ff50ff51ff4fff4dff4dff4eff51ff51ff52ff52ff53ff52ff53ff53ff50ff50ff51ff4fff4fff4dff4dff4cff4cff4dff4bff4dff4cff4cff4aff4bff4a	\x002c002a002a002b002a0029002900290028002900280027002600270026002700280028002a002b0029002800270025002400230023002100210021002200220021002100210021002200210021002000210020001d001d001c001c001a0019001a001a
1462	4607	1411813576	\x002e002d002e002f0030002e002f0030003200320031003000300032003100320030002f00300031003000300030002e002f002e002e002d002c002b002a002b00280028002800280027002600260025002700260025002400240025002400230023	\xff47ff46ff43ff42ff41ff42ff40ff40ff41ff41ff41ff43ff42ff42ff43ff42ff42ff44ff43ff41ff41ff42ff41ff40ff40ff3dff3eff3eff3fff3fff41ff43ff44ff45ff44ff44ff43ff42ff42ff41ff40ff41ff42ff43ff44ff45ff44ff45ff46	\x001d001c001c001d001e001e001e001f001f00220023002300230024002500250027002500270029002a002b002a002b0029002c002d002c002b002c002d002e002f002f002f0030003300340037003700390039003b003b003b003b003c003c003d
1463	4607	1411813577	\x00230023002300220022002300230023002500240023002200210020001f001e001b001900180019001900190018001700180019001900180018001600160015001400130013001400140014001500160016001700170015001300140012001100120012	\xff46ff47ff48ff49ff4bff4dff4eff50ff50ff51ff52ff52ff52ff50ff50ff4fff52ff53ff54ff57ff59ff5cff61ff63ff64ff65ff67ff69ff69ff6aff6aff6bff6bff6bff6cff6dff70ff6eff6bff6cff6cff6bff69ff66ff63ff61ff60ff5eff5bff59	\x003e003f003e003f003f004000400041004100400042004200430045004500450046004800470048004a00490049004a00490049004a004900480047004700460044004300420040003f003d003a0038003600360034003200310032003200310031002f
1464	4607	1411813578	\x001300130016001600180019001a0019001900190019001a001a001b001a001a001b001d001d001b001b001c001c001e001f001c001c001c001c001b001c001a001900190019001b001b001b001b001b001c001d001c001b0019001800180019	\xff5aff5aff5aff5bff5aff59ff5aff5aff58ff56ff54ff55ff53ff52ff51ff51ff50ff4eff4eff4eff4dff4dff4eff4dff4eff4fff4eff4bff4bff49ff48ff47ff44ff42ff41ff42ff41ff43ff43ff43ff44ff45ff47ff47ff48ff47ff46ff46	\x002e002c002a002600260026002600260028002a002a002b002b002b002c002d002d002b002c002f002f002f002e002d002d002e002f002f002e002d002e002f0030003000300031003100330033003400330032003300340036003500340032
1465	4607	1411813579	\x00190018001b001b001c001b001a001a001a001a0019001900180019001900170016001600160014001400150017001800190019001b001d001e001f001f0020002200230022002200250024002400230021001f001f001e001c001b001a001b001e00200022	\xff44ff44ff45ff44ff45ff48ff48ff49ff4bff4dff4cff4dff4dff4bff4eff50ff51ff51ff53ff53ff55ff55ff53ff52ff52ff51ff4fff4fff4dff4dff4cff4bff49ff47ff46ff43ff42ff42ff43ff44ff46ff48ff47ff49ff4aff4bff49ff49ff49ff46ff46	\x0032003200310031002f003000330035003400330031003100310031002f002d002d002f00300030002f002e002d002b002a002700230023002200230022002300230023002400250024002300230022002400240026002700280028002a002a0029002a0029
1466	4607	1411813580	\x0021002000200021001e001e001e001d001d001e001d001d001f001e001e001e001f001f001f001f0020001f001e001e001d001d001f001e001d001c001d001c001d001d001c001d001b001c001a00190017001700170016001700190019001c001e001e	\xff46ff46ff47ff48ff48ff47ff48ff49ff49ff48ff46ff46ff48ff4aff4aff4aff4dff4dff4eff4eff4dff4dff50ff50ff4fff4fff51ff4fff51ff50ff4eff4dff4dff4dff4aff4bff48ff48ff48ff48ff49ff49ff49ff49ff49ff4aff4bff4cff4cff4c	\x00280028002600270027002700260029002a0029002c002b002e002e002f002e002f0030003100310030002f002f0030002e002d002c002c002d002f002f002f002f002f002f002f002f002f002f002f003100310030002f0030002e002e002d002b002b
1467	4607	1411813581	\x001f001e001f001c001d001c001b001b001b001b001a001b001c001b001b001b001b001a001b001c001a001b001a001b001c001b001b001b001e001d001e001d001b001d001c001c001b001b001b001d0020002000210021002100220023002400230024	\xff4eff4eff51ff51ff53ff52ff54ff54ff53ff52ff51ff52ff51ff52ff52ff53ff53ff54ff56ff56ff55ff54ff53ff53ff56ff56ff55ff55ff55ff56ff55ff53ff50ff50ff50ff4fff50ff50ff52ff53ff54ff53ff50ff50ff4dff4cff49ff47ff45ff46	\x002d002f002f0033003300350034003700370035003500340036003600370035003500360036003300330031002f002e002c002d002b002b002a002a002d002e002c0029002a002a002b002c002b002b002b002b002c002a002700250024002300240023
1468	4607	1411813582	\x002500270027002a0029002900290029002600260027002400240024002400240024002300230021002100210020001f0021002200220023002300230022002100210021001e001f001f001f00210021002000200022002300260026002500250027	\xff45ff44ff43ff43ff42ff41ff41ff3fff3eff3eff3dff3bff3cff3dff3cff3dff3eff3eff3eff3fff3fff3eff3eff3fff3fff3fff3fff41ff41ff42ff44ff44ff48ff4aff4bff4bff4dff4eff4fff4fff4fff4fff50ff51ff51ff4eff4dff4dff4c	\x00210023002400250025002500260028002a00290029002800290029002b002b002c002f0030003100330034003300350035003500370038003a003b003b003c003c003d003c003e003d003d003f003f003f003f003e003d003d003d003a003a003a
1469	4607	1411813583	\x0026002600250023002300230024002400240024002300230023002300220021002100220023002400240025002500250024002400220021002000200020001f001f002000200020001f001d001e001c001c001b001a001a001a0019001a001900180018	\xff4eff4eff4dff4bff4cff4cff4cff4bff4cff4cff4dff4dff4dff4dff4dff4dff4bff4aff4aff4bff4aff4cff4dff4dff4fff4fff4fff4fff4fff4dff4dff4dff4bff4dff4dff4dff4dff4eff4fff4fff51ff50ff4fff51ff50ff53ff55ff56ff56ff58	\x003a003a003a003a003a003c003b003b003b0039003a003900380039003a003b003d003d003c003d003c003c003b003b0039003a003b003b003d003d003e003f004200420041004200420042004200410041004100420044004400430043004300440046
1470	4607	1411813584	\x00180017001700170016001700160014001300150014001600180018001800190019001700160014001200130014001300140016001600150015001300120011001100120013001400120015001700190019001800170017001b001b001b0019001b001b	\xff59ff5aff5aff5aff59ff59ff59ff5aff5bff5cff5eff5dff5eff5fff61ff61ff61ff5fff5eff5dff5dff5bff59ff56ff56ff56ff56ff57ff57ff57ff56ff56ff53ff52ff50ff4eff4bff49ff49ff48ff48ff47ff4aff48ff48ff48ff47ff48ff48ff46	\x004700440045004500450043004300410040003f003e003e003d003e003c003c003b003a003800360034003300330030002e002d002c002b002b002a0029002b002c002b0029002a00290027002400230023002200230022002200220023002300230023
1471	4607	1411813585	\x001c001d001c001d001d001f001e001e001f0020001e001d001c001b001b001b001c001b001b001b001d001c001b001b00190019001900190018001a0019001a001b001b001b001c001d001c001f0020002200220023002200200022002100220022	\xff44ff46ff43ff43ff43ff41ff41ff41ff40ff3eff40ff40ff40ff42ff41ff41ff42ff43ff44ff46ff45ff45ff47ff49ff4bff4cff4dff4eff50ff52ff54ff55ff55ff55ff55ff54ff54ff55ff55ff58ff5aff5cff5dff5fff5eff5fff5dff5bff5a	\x0025002600280029002a002b002b002c002c002d002c002f002f0030002f003000320031003300320034003400340035003500360035003500340032003200310031002f00310031002f0030002f003000300030002f002f002f002f0031002f002f
1472	4607	1411813586	\x00220023002700280029002b002b002c002d002e002b002c002d002f002e002f0030002f00310031003000300031002f00310031003000300032003200330033003100310030003100300030003000300031003000310031003100300030003000310030	\xff59ff5aff5aff5bff59ff59ff5aff5bff5bff5bff5bff5cff5cff5fff60ff60ff60ff61ff60ff62ff63ff63ff63ff65ff66ff67ff68ff68ff68ff69ff6aff6bff6dff6cff6eff6dff6eff6dff6dff6aff6cff6cff6aff6dff6dff6cff6bff6cff6aff68	\x002f00310031003100310033003300340035003600370038003800380039003a003a003b003c003c003e003d003c003c003c003b003b003b003b003b003b003b003b003c003c003a003900390037003400340031003100320031002f002f002e002c002d
1473	4607	1411813587	\x003100310030002f002f003000300030003100310032003300340033003100320032003200350034003300330034003400320031002f002e002f002f002f003000310030003000310032003100300031002f003000300030002f002f002f002e002e	\xff68ff66ff66ff65ff67ff66ff67ff66ff65ff62ff60ff5fff5bff5bff59ff58ff58ff57ff57ff55ff55ff54ff54ff54ff54ff55ff55ff56ff55ff55ff55ff55ff55ff54ff54ff53ff54ff56ff56ff56ff57ff57ff56ff58ff59ff59ff5aff5aff59	\x002d002c002a002a002a002c002c002c002a00290029002a0029002800280028002800290029002a002b002c002c002d002f003000330033003400340035003500340035003400340036003600360036003800370038003800390038003900390037
1474	4607	1411813588	\x002e002d002c002c002e002e002f003000320033003500360037003800380039003b003c003c003d003f00400041004300410042004500460046004700470047004900480048004a004b004b004c004c004d004e004d004e004e004e004e004d004c004c	\xff58ff5aff5aff59ff58ff58ff58ff59ff59ff57ff56ff57ff55ff53ff53ff50ff4fff4fff4dff4aff49ff48ff47ff47ff44ff41ff40ff40ff3fff3cff3cff3bff3aff38ff37ff34ff33ff32ff2fff2eff2dff2dff2cff2cff2aff2aff2cff29ff29ff29	\x003800360035003300320031002f002f002d002a0028002700280027002500220020002000210020001c001c001c001e002100210020001e001f00200020001e001d001d001f0021002000210022002300240024002500260028002b002e003000300033
1475	4607	1411813589	\x004c004b004b004a004a004c004a004b004800450042003f003f003c003c003a00390037003600350031002f002d002c002a002900280025002600270025002300240024002500250021001e001e001d001b001a00190017001800160015001300130013	\xff29ff29ff2aff2aff28ff29ff29ff29ff2bff2bff2bff2dff2fff2eff30ff30ff31ff33ff34ff35ff36ff39ff3bff3cff3fff41ff45ff46ff46ff4aff4dff4fff4fff51ff52ff53ff56ff56ff57ff57ff58ff59ff5aff5dff60ff63ff64ff68ff6bff6d	\x0034003600380038003b003c003d003f00410042004400460045004600480048004b004b004c004e005000510052005200500051005000500050005100530055005600560057005900580058005700570057005700570055005400530051004f004e004c
1476	4607	1411813590	\x001000110011001100110010000e000d000e000f000d000e000f00100014001400150015001700170017001800170019001b001b001a001a001c001c001c001d001c001b001e00200021002100220021002300230023002200210021002000210021	\xff6dff6dff6dff6eff70ff6dff6eff6eff6fff70ff71ff71ff6eff70ff6fff6fff70ff6fff6eff6cff6cff6aff69ff67ff65ff64ff64ff64ff64ff62ff61ff61ff5fff5eff5cff5bff5aff59ff57ff56ff57ff56ff54ff55ff56ff57ff57ff57ff55	\x004a00490047004700460044004400410040003e003e003b003900370035003400310030002d002e002d002c002b002a002a00280026002600250026002400230022002000210022002200210023002400230026002500250028002a002c002c002f
1477	4607	1411813591	\x0022002000200021002000220020001f00200020002100200021001f0020001f001d001c001b001b0019001c001d001d001d001d001d001c001f0020001f00210022002200220021002100210021002000210022002300230022002100210021001f001d	\xff56ff56ff56ff55ff55ff57ff56ff56ff57ff57ff57ff57ff57ff58ff57ff58ff58ff58ff59ff58ff57ff58ff58ff59ff59ff59ff58ff59ff59ff57ff58ff57ff56ff55ff54ff53ff54ff55ff54ff52ff53ff53ff53ff53ff53ff53ff53ff52ff53ff52	\x002f00310033003200310031003200340034003400330033003200320031002f0030002e0030002f0031002f0030002f00300031002f002f002f00300032003300320033003300320032003100300031003200320032003200310032002f002c002b002b
1478	4607	1411813592	\x001e001d001c001d001d001f00210022002200230023002400230023002300240023002400240023002200210022002200220021002100210021001f001d001b001c001a001b001b001d00200022002300230023002400270029002b002d002f00310034	\xff50ff4fff4dff4cff4dff4fff4eff50ff52ff52ff55ff55ff55ff52ff53ff54ff54ff54ff52ff53ff52ff56ff56ff56ff56ff57ff59ff59ff59ff58ff58ff57ff56ff57ff55ff54ff55ff56ff55ff54ff54ff52ff51ff52ff53ff54ff55ff58ff59ff5b	\x002a0029002b002b002e002e002e002e002f0030002f002f002e002f0030003100330033003300340036003700350035003400340035003500340033003500350036003700360035003500350034003400340034003300330033003200310030002f002f
1479	4607	1411813593	\x003700380038003a003b003d003f0041004100420042004100400040004000420041004200420043004200420040003c003c003a003a003b0039003a003b003a003a003a003a00360036003400340035003500320031003100300030002f002e002c	\xff5dff5cff5bff58ff56ff55ff54ff52ff51ff50ff4fff52ff51ff52ff52ff54ff53ff55ff55ff57ff57ff58ff58ff58ff59ff58ff57ff56ff56ff56ff57ff58ff57ff57ff57ff54ff52ff51ff4eff4eff4fff4fff50ff50ff53ff53ff54ff52ff50	\x002f002e002f0030003100320032003200340035003400350035003500350035003600360036003600370039003b003d003d003e003e003f003d003b003a0039003a003b003b003c003e003f003e003d003d003b003d003d003b003c003e003e003f
1480	4607	1411813594	\x002e002e003100320033003400360037003700360035003600370035003600380039003a003b003a0039003b003b003a0039003a003900380038003600360038003a003a003a003b003b003c003c003c003b003b003d003e003e003f003e003d003d003c	\xff51ff51ff53ff54ff54ff54ff55ff58ff57ff56ff56ff57ff57ff58ff57ff58ff59ff59ff59ff58ff58ff58ff58ff58ff58ff59ff59ff59ff58ff58ff57ff56ff56ff55ff54ff55ff54ff53ff53ff55ff53ff54ff53ff53ff54ff54ff53ff51ff50ff4f	\x003f003f003d003f003d003c003e003d003d003b003a0039003b003a00370037003600370036003500360034003400340032003100310031003100310032003100310033003300340034003400330033003200320031002f002f002e002e002d002e002c
1481	4607	1411813595	\x003a0039003800370035003300330033003400320031003100310031002f002d002a002b002e002d002f0030003100320036003500340036003500350034003400330034003300320032003000300030003000310030002e002e002e002b002a00290026	\xff4eff4cff4aff47ff49ff47ff46ff44ff42ff42ff43ff43ff42ff42ff43ff42ff42ff41ff40ff3fff3cff3cff3cff3eff3eff3fff41ff41ff42ff41ff42ff41ff41ff40ff41ff41ff42ff44ff42ff42ff43ff47ff46ff49ff4cff4dff50ff51ff53ff53	\x002b002800260024002400250023002400230025002500270026002500260028002b002c002d002e002e002f0030002f002f002f0030002d002e0030003100310033003500360039003a003a003a003a003a00390039003a003a003b003b003c003c003b
1482	4607	1411813596	\x0024002300220022002100200020002000210020001d001a001a001a001900190018001a001d001d001f001e001e0020001f001f0020002200220023002100200022002200200020001e001c001e001f001f001d001d001d001d001e001e001f001c	\xff53ff52ff54ff53ff53ff54ff54ff55ff56ff57ff56ff56ff56ff56ff55ff55ff53ff51ff4fff4dff4bff49ff4aff49ff49ff4aff4cff4dff4cff4eff4dff4eff4fff4dff4cff4cff4dff4dff4cff4cff4bff4cff4dff4fff51ff51ff50ff51ff51	\x003a003800380037003600330033003200320031003100300031003300340036003700390038003800360035003400320033003400350037003600380039003a00390038003800370039003900380039003800380037003600340031003100300031
1483	4607	1411813597	\x001e001e001f001f001f001e001d001e001d001d001d001e001b001c001f001e001d001b001a001800190017001700170017001a00180019001a001a00190019001900180018001700160016001500150013001400140014001300120013001500150016	\xff4fff51ff50ff4fff50ff51ff4fff50ff52ff52ff51ff51ff53ff53ff56ff57ff56ff56ff57ff56ff55ff53ff52ff51ff51ff51ff51ff53ff54ff54ff56ff57ff58ff59ff58ff57ff58ff58ff57ff56ff55ff53ff54ff53ff53ff53ff54ff56ff56ff58	\x00320031003100310032003200330034003300360037003600360034003200330032003000300031003100340035003300350034003300330034003500360036003600360037003800390038003800380036003700370035003300320030002f002f002e
1484	4607	1411813598	\x001600160017001800190019001b001b001c001e00200021001f001f0020002100230021002000200020001f001e001a0018001900190019001a00180019001900180016001600150015001500150016001600170017001600160014001300120012	\xff59ff59ff59ff59ff59ff56ff57ff56ff57ff58ff59ff58ff59ff5bff5bff5cff5bff5bff5cff5fff5fff60ff5fff60ff61ff61ff60ff60ff61ff61ff62ff60ff60ff5fff5fff5fff5dff5bff5aff5aff58ff58ff58ff57ff58ff59ff59ff5aff5a	\x002e002f0030002f003100330034003400350035003600370037003800380039003800370037003800370038003900380039003b003b003a003b00380039003900380037003900380037003700340033003400330031003000300030003100320031
1485	4607	1411813599	\x0012001200120013001500160014001300120013001300140014001600180019001c001d001e001e001e001e001f002200230024002300240025002600240022001f001f001e001d001b001a001b001d001f001d001d001f001f001f001f001e001c001d	\xff5aff5cff5cff5cff5bff59ff59ff5aff59ff58ff57ff56ff56ff56ff54ff54ff56ff55ff54ff54ff53ff50ff4fff4dff4aff4aff4aff49ff48ff4aff4bff4bff4cff4cff4cff4cff4cff4cff4bff4cff4cff4dff50ff50ff51ff53ff54ff55ff56ff56	\x0031002f002e002d002c002a00290028002a002c002d002d002c002b002b00290026002400250025002800290029002b002e002e002f0030002f003100340035003500380038003a003a003900380039003b003900390037003800390039003a00380039
1486	4607	1411813600	\x001d001a00190019001800170016001700150016001700170016001500150013001300110010001000110014001500160018001a001900170017001500140015001400130014001700160017001600150015001500150016001700170018001700170018	\xff54ff54ff53ff54ff52ff52ff4fff4eff4dff4dff4eff4dff4eff4dff4eff4eff4fff4fff4eff4dff4cff4cff4cff4dff4dff4eff4eff50ff50ff51ff52ff4fff4dff4cff4bff49ff49ff4aff49ff4aff4bff4cff4dff4eff4dff4dff4dff4dff4eff4d	\x00380039003a003a003b003a003a003b003a003a003900390038003900380037003a003a00380039003700370037003600330033003300320033003300320031003300330032003200310030002f002e002e002e002f002f002f002f0030003300320033
1487	4607	1411813601	\x001700160015001500130014001500140015001500160016001800170017001800180017001700190019001b001c001c001f001d001d001c001b0019001800180017001700180018001b001c001e0020002200230024002400250027002700270027	\xff4dff4eff4dff4dff4eff4eff4cff4dff4cff4cff4dff4dff4dff4fff50ff50ff53ff53ff53ff53ff52ff50ff51ff52ff4fff4eff4dff4dff4dff4dff4cff4cff4cff4dff4dff4cff4dff4bff4bff4aff4aff4aff4aff4cff49ff49ff49ff4aff4a	\x003200320032003400350035003600350036003600350033003400320030003100320032003200320031003100320031002d002b002b002a002a002a002800270029002800270026002600260027002800270029002a002c002b002b002b00280027
1488	4607	1411813602	\x0029002a002b002c002d002e00300030003100320033003400330033003500370038003a003c003d003f00400040004100420041004100400042004300450045004500470047004600430041003f003e003d003b003b003b003b003b003a003900380038	\xff48ff48ff45ff46ff44ff42ff41ff40ff40ff3fff40ff3eff40ff40ff40ff3dff3cff3cff3cff3cff3cff3cff3bff3bff3aff39ff37ff37ff36ff36ff37ff39ff39ff3aff3bff3bff3aff39ff38ff38ff39ff38ff38ff39ff3aff3cff3bff3cff3dff3d	\x0027002500260026002400230024002500240023002100200020002100210020002000210020002200230023002300260028002a002e002e002f00320032002f0030002f002f003000310031003400380039003b003d003e003e00400040003f00400042
1489	4607	1411813603	\x0036003700380038003900390039003600370036003500340031002f002e002d002c002b00290029002700270025002400220020001e001e001d001b001b001a001900170017001600160015001300140013001300120011001000100010000e000e0010	\xff3eff3dff3eff3eff41ff40ff42ff44ff45ff47ff48ff49ff49ff4bff4bff4cff4bff4cff4cff50ff52ff52ff53ff55ff57ff59ff5aff59ff58ff5bff5aff59ff59ff59ff59ff5bff5eff5cff5eff60ff62ff64ff66ff65ff64ff65ff65ff64ff64ff65	\x004200430044004400430045004600450045004500460047004900490048004900470048004800480047004600480048004900490049004700470046004400450044004400430043004300420040003d003d003b003b003a003a003b003a003b003b003a
1490	4607	1411813604	\x000e000f0010000f000e000d000c000a000b000b000a000a000a000d000d000d000d000c000e00100010000f001100130014001400140013001300120012001200140016001600190019001a001b001b001a001a001a001a001a001b001a001a001a	\xff63ff64ff65ff65ff66ff67ff66ff66ff67ff68ff6aff6bff6aff6bff6dff6dff6cff6aff68ff68ff68ff67ff66ff65ff66ff68ff67ff66ff65ff65ff65ff64ff62ff60ff5fff60ff60ff60ff5fff5eff5fff61ff62ff60ff60ff5fff60ff61ff61	\x00370036003400320033003200320031003200310030002f002f002d002b002a0028002a0029002900280028002800290029002600270027002800280028002800280028002700280029002800280029002b002b002c002b0029002a002a002b002b
1491	4607	1411813605	\x0019001800170017001600170017001700170019001a001c001a001a001b001c001c001c001a001a001b001b001a001a001a001a001c001c001b001b001c001d001e001e001e002000210023002300230023002300230023002300240024002600270028	\xff5eff5eff5dff5bff5bff5bff5aff59ff59ff5bff5cff5cff5cff5aff59ff59ff59ff58ff59ff59ff59ff59ff5bff5cff5cff5cff59ff5bff5aff5aff59ff5aff59ff59ff58ff57ff57ff58ff57ff57ff57ff59ff59ff58ff59ff58ff58ff57ff59ff57	\x002c002e002d002e002e002f002f0030002f002f002f0030003200320031003100320032003200320031003000310030003100310031002f0030002f002f002f00300030003100310030002e002e002f002d0029002800280027002a0029002700250028
1492	4607	1411813606	\x0029002a002a0029002900280026002400260024002500250023002300240024002400230023002300240024002400250024002400250025002600280029002a002b002d002d002e002e002c002c002d002e002f002f002f002f00310032003200320030	\xff58ff58ff57ff57ff55ff56ff55ff54ff52ff51ff50ff50ff50ff4fff4fff4dff4eff4eff50ff4fff4eff4eff4eff4eff4eff4dff4aff4aff4bff4aff4bff4bff4aff4aff4cff4cff4bff4aff49ff48ff49ff4aff47ff47ff44ff45ff44ff43ff42ff40	\x002800280027002600250026002700270026002600290029002b002b002c002d002f0030002e002e002d002c002c002b002b002a002c002d002d002d002d002d002d002d002b002b002c002e002e002f002f002f002f002f002d002c002e002c002e002f
1493	4607	1411813607	\x0032003400330033003500370037003a003b0039003b003a00370035003500340033003400330033003500350035003400330032003100310030002f002f002f002f002d002c002a002b002b00290027002600250025002400230022002100220021	\xff41ff41ff41ff40ff41ff3fff3fff3fff40ff40ff3fff3eff3eff3fff40ff40ff3fff3fff41ff41ff41ff43ff44ff44ff43ff44ff42ff42ff42ff43ff43ff45ff46ff46ff48ff48ff47ff46ff47ff44ff46ff45ff45ff46ff48ff4aff49ff4aff4a	\x00310032003300320030003200300030002f002f0031003200320033003300310033003300320032003500350036003a0038003900390038003700360037003600370039003b003c003e003e003e003d003c003c003c003c003a003a0039003b003c
1494	4607	1411813608	\x0021001f001c001a0018001800160015001400140014001300130010000e000b0007000500040005000300030004000500050005000300000000000100000000ffff0000000000000000fffdfffdfffefffdfffcfffcfffcfffcfffcfffbfffafffb	\xff4aff4aff49ff49ff49ff49ff49ff4aff4bff4dff4dff4dff4dff4eff50ff50ff51ff50ff53ff56ff57ff58ff59ff5cff5cff5fff5fff61ff62ff63ff65ff67ff69ff6cff6fff6fff71ff72ff72ff71ff70ff6fff6cff6aff68ff66ff62ff60ff5c	\x003a003a003b003b003b003b003b003b003d003c003b003a003a003a003b003b003b003c003b003c003d003d003c003c003d003d003e003f003e003f003d003b0039003600360032002f002c002b002800240022001e001c001a0017001600150017
1495	4607	1411813609	\xfffcfffbfffcfffcfffcfffeffff0000000000000000000000010000000100000000000100020003000400060009000b000d000d000f000f001100120012001400150019001b001d001e001e001f001f001f001e001e001e001d001e001f001e001e001e001c	\xff58ff56ff55ff51ff4eff4dff4aff49ff49ff48ff45ff45ff43ff42ff43ff44ff43ff42ff40ff40ff40ff40ff3fff3eff3dff3fff3fff3fff3fff40ff41ff42ff43ff42ff43ff43ff41ff42ff42ff42ff41ff42ff42ff43ff43ff42ff41ff40ff41ff41ff41	\x0017001800190019001a001b001c001b001c001c001c001f001f002100220023002300260028002a002b002c002f003000300030003300330035003700370037003a003a0039003a0038003700360035003200320030003000300030002f002f0030002f002f
1496	4607	1411813610	\x001e001e001f001f002000220023002500240025002400230023002200220022002300240025002500290029002900290027002600240024002200220022002100210022002200230023002300230023002300210022002200210021002000210023	\xff42ff43ff44ff44ff47ff47ff49ff4bff4cff4cff4bff4cff4aff4aff48ff47ff46ff47ff48ff48ff49ff47ff48ff47ff48ff48ff47ff47ff46ff47ff48ff47ff45ff44ff45ff46ff46ff47ff49ff4bff4dff4dff4eff4eff4cff4dff4cff4cff4d	\x002f00310031003100310030003100300032003200330036003700380038003800360034003400330032003100300030002f00310030002f003000300031003100320030003100320031003100320031003100330035003400350034003400340034
1497	4607	1411813611	\x0023002200230023002200230023002200230023002200210021002100200022002100230024002600270027002800250026002600280029002800280028002a0029002a0028002600260028002a002a002c002c002d002d002e002d002c002b002b002b	\xff4dff4eff4fff4fff4dff4dff4dff4cff4bff4aff4bff4dff4dff4dff4cff4cff4cff4cff4bff48ff48ff47ff47ff47ff49ff47ff45ff46ff48ff48ff49ff47ff47ff49ff49ff49ff48ff49ff49ff4cff4dff4dff4dff4cff4cff4aff4bff4aff4aff4b	\x00330030002f002f0031002f002f002f002f0030003200310030002f002e002f002e002c002c002c002c002e002f002f002f0030002f003000310030003100300031003100310030002f0031003100310031003300320033003400330036003700370035
1498	4607	1411813612	\x002b002c002c002c002d002e002d002e002d002d002b002b002900280027002700280029002b002b002b002c002c002c002b002c002b002b002b002b002a002a002c002c002c002c002d002d002e002d002c002b002b002a00270027002700280028	\xff4dff4fff4fff50ff50ff4fff4eff4dff4dff4dff4dff4dff4bff4bff4aff4bff48ff48ff48ff46ff4aff4aff4bff4aff4dff4dff4cff4cff4bff4bff49ff49ff46ff47ff49ff4aff48ff48ff4bff4bff4dff4dff4dff4dff4eff4eff4eff4eff4f	\x0037003700390039003700380038003800380037003700370037003600350036003500370037003600370037003800380038003500350035003500330033003300320032003200320030003100310030003100310030002f002f002f002d002c002d
