n	Session	magnetometer.seconds.Unix	magnetometer.magx	magnetometer.magy	magnetometer.magz
1043	4607	1411813157	\x008c008d008d008e008e008e008f008e008e008e008f008d008c008d008e008e008f008c008b008e008e008f008d008e008e00910090009100920090009200910090008f0090008e008d008d008c008d008d008d008d008d008d008f008e008e008f008f	\xff67ff68ff68ff66ff68ff69ff69ff6aff69ff69ff6aff6cff6cff6cff6cff6bff6dff6dff6cff6cff6bff6aff6aff6aff69ff69ff68ff68ff67ff67ff67ff67ff68ff69ff6aff6cff6cff6dff6dff6dff6dff6bff6bff6bff6cff6bff6cff6cff6bff6b	\xffcdffceffcdffceffcfffcdffcdffceffcdffccffccffccffcaffcbffccffceffcdffcfffd0ffcfffd0ffd0ffd0ffcfffd0ffceffceffcdffcbffcbffccffcbffccffcdffccffcdffd0ffd1ffd0ffcfffceffceffceffcdffcdffccffcdffcdffcdffcd
1044	4607	1411813158	\x0090009100920093009200920091009200920092008f008f0090008f008e008c008c008b008b008b008a008900890088008a008b008a008a008a008b008b008c008a008b008c008b008c008d008d008d008d008d008c008e008e008f00900090	\xff6bff6cff6bff6cff6aff6bff6cff6dff6dff6cff6cff6aff69ff67ff68ff67ff66ff65ff65ff65ff67ff67ff66ff65ff65ff64ff64ff66ff67ff66ff65ff67ff68ff69ff68ff65ff64ff65ff67ff65ff65ff64ff63ff65ff64ff63ff63ff65	\xffceffcfffcdffcdffcdffceffcdffccffcbffc9ffcaffcbffcaffcaffc9ffcaffc9ffc9ffcbffcaffc9ffc9ffc9ffc9ffc9ffcaffc9ffcaffcaffcaffcbffcdffceffceffcdffcbffccffccffccffccffcdffccffcbffccffccffcdffccffcb
1045	4607	1411813159	\x008f008f008e008e008e008c008c008b008c008d008e008d008d008d008d008e008e008d008c008c008b008a008c008d008d008e008f008f0090008f008e008c008b008a00880088008a008d008c008d008c008d008f008f008e008d008c008b008c008b008a	\xff64ff65ff65ff65ff65ff66ff66ff65ff66ff67ff68ff69ff69ff68ff67ff67ff66ff66ff65ff65ff67ff67ff68ff67ff69ff69ff69ff69ff66ff67ff67ff67ff66ff65ff65ff65ff65ff64ff65ff66ff66ff65ff66ff67ff68ff66ff64ff66ff67ff67ff68	\xffc9ffcaffcaffccffcaffc8ffc8ffc8ffc8ffc9ffcaffc9ffcaffcaffcbffcbffccffcbffcaffcaffc9ffc9ffc8ffc7ffc8ffcaffcbffcbffccffcbffcdffcdffcbffcbffcbffcbffc9ffccffcbffcaffcbffc9ffc8ffcaffcbffcaffcaffccffcdffcdffcf
1046	4607	1411813160	\x008d008c008d008e008f008f00910092008f0091009000910090008f008d008c008d008c008e008e0090008f0090008f008f008f008e008f008d008f008f008f008f008f008f008e008e008f008f0090009000910091009100920091009100900090	\xff66ff67ff68ff69ff67ff68ff67ff67ff69ff68ff67ff6aff6bff6aff6cff6bff6cff6dff6bff69ff6aff6aff6bff6bff69ff6aff6bff6eff6eff6eff6dff6dff6eff6eff6dff6dff6dff6eff6eff70ff6fff6fff70ff71ff70ff6fff6fff6dff6e	\xffcdffceffceffceffcdffceffceffcdffceffceffcdffceffcbffcaffccffccffcdffceffceffcfffd1ffd2ffd1ffd0ffcfffcfffceffcdffccffccffcdffcdffccffccffcfffcfffd0ffd1ffd0ffd1ffd2ffd1ffcfffd1ffd1ffd0ffd0ffd0ffd0
1047	4607	1411813161	\x00900090009100910090008f008f008f0090008f008e008e008f008f008f008d008c008b008c008a00880088008800890088008900880087008900890089008900870088008700890089008a008c008d008f008e009000900090008f008c008c008b008c	\xff6fff6fff6eff6dff6eff6dff6fff6fff6fff6eff6fff71ff70ff71ff71ff71ff71ff72ff70ff6eff6dff6cff6aff69ff6aff69ff6bff6dff6cff6dff6dff6cff6aff6bff69ff66ff67ff67ff66ff67ff67ff66ff66ff65ff65ff66ff66ff65ff64ff64	\xffd1ffd0ffd1ffcfffcfffcfffceffcdffcaffc9ffc7ffc6ffc6ffc6ffc6ffc7ffc8ffc9ffcbffcbffcaffcaffcaffc8ffcaffcaffc9ffc9ffcbffccffccffccffcaffcaffc9ffc9ffc7ffc6ffc6ffc6ffc8ffc9ffc9ffcaffcaffcaffccffccffcbffca
1048	4607	1411813162	\x008b00890089008a008c008c008c008c008d008f0090008e008f008f008f008c008b008a0089008900880089008a008b008b008c008d008f00900090009000900090008f008e008d008c008c008b008a008b008b008d008f008f0090008f00920092	\xff64ff66ff65ff65ff65ff67ff68ff67ff68ff67ff68ff6aff6aff6aff69ff6aff6aff6bff6bff69ff69ff68ff69ff68ff68ff68ff66ff67ff67ff67ff68ff68ff69ff69ff6aff6aff6aff6cff6cff6dff6cff6dff6cff6dff6cff6cff6cff6cff6c	\xffccffcbffcbffcdffcbffccffcbffcbffcaffcaffcbffc9ffc9ffcbffcdffcdffccffccffcbffcbffcaffc8ffc7ffc8ffc9ffc9ffc9ffcaffccffcdffceffceffcdffceffd1ffd1ffd1ffd0ffcfffccffccffccffcaffcaffcbffcdffcdffcdffce
1049	4607	1411813163	\x009400920092009200900091008e008f008d008d008c008d008e008e008e008b008c008d008d008d008c008c008c008d008c008c008c008c008b008b008d008d008d008d008d008d008d008c008d008d008c008c008b008a008a008a0088008800880089	\xff6bff6dff6bff6dff6dff6eff6cff6cff6cff6dff6eff6dff6cff6bff6cff6dff6cff6bff6aff68ff69ff6aff6aff6aff6aff6bff6bff69ff6aff6bff6cff6aff6aff69ff69ff6aff6bff69ff6aff6aff6bff6bff6cff6dff6dff6eff6eff70ff6eff6d	\xffcdffcdffcdffccffccffccffcfffceffcdffceffceffceffcdffcdffcdffceffcfffcdffceffceffcdffceffcbffcaffcbffccffcbffcbffcdffcdffceffd0ffcfffceffceffcdffcbffcbffccffcbffccffcdffcdffceffceffceffceffcdffcbffcc
1050	4607	1411813164	\x008b008b008c008d008e008d008e008e008d008c008c008d008b008b008d008c008d008e008d008d008e008f008e00900090009100930093009300940094009300920091008f0090008f008d008d008e008d008d008d008b008a008b0089008800860086	\xff6cff6cff6aff69ff67ff66ff68ff68ff69ff6bff6bff6eff6dff6eff6cff6cff6cff6aff6aff6aff6aff6aff69ff6aff69ff69ff69ff6aff6aff6aff6bff6bff6dff6eff6eff6cff6dff6bff6bff6aff69ff6bff6bff6cff6bff6cff6dff6eff6dff6b	\xffccffcbffcbffcaffcaffcbffccffcbffccffcbffcbffccffcdffcbffccffcbffccffccffceffcdffccffccffccffcdffccffcdffccffcbffcbffccffcbffccffcaffc8ffc7ffc5ffc5ffc5ffc3ffc1ffc3ffc5ffc5ffc6ffc7ffc7ffc8ffc9ffcaffca
1051	4607	1411813165	\x008500850085008600860087008800870088008b008b008b008b008d008f00900090008f008f008f0090008e008e008d008e008e008f008d008d008e008d008c008d008c008c008a008b008b008b008d008c008e008c008d008c008d008c008c008d008c	\xff69ff69ff6aff6aff6aff6aff6aff69ff68ff68ff67ff67ff67ff66ff66ff67ff67ff66ff66ff66ff66ff66ff67ff67ff6aff6bff6dff6eff6eff70ff6eff6dff6cff6cff6bff6bff6bff6cff6dff6dff6fff6fff70ff6fff6fff6dff6dff6dff6cff6c	\xffcbffccffceffcfffd0ffd1ffcfffcfffceffceffcfffceffcdffcdffceffceffceffceffccffccffcbffcaffcaffcaffcbffccffcdffceffceffcfffd1ffd0ffcfffcfffceffceffceffceffcdffceffceffceffceffccffcdffcdffcdffcdffceffce
1052	4607	1411813166	\x008c008c008d008d008d008a0088008800880087008600830082008300830081008200820081008300860088008c008f009000930097009a009c009e00a000a100a100a100a000a1009e009c009a0099009600970096009400940093009100900091	\xff6dff6cff6dff6fff6fff6fff6fff70ff70ff70ff6fff6eff6fff6fff70ff70ff70ff72ff73ff74ff75ff74ff74ff74ff75ff75ff74ff73ff73ff74ff75ff77ff76ff74ff73ff75ff74ff74ff71ff70ff71ff71ff70ff6eff6eff6dff6dff6eff6d	\xffcfffd1ffd1ffd0ffd1ffd0ffceffcdffccffccffceffcfffd0ffd2ffd5ffd6ffd8ffdbffdcffdcffdeffdfffe0ffe5ffe4ffe3ffe3ffe3ffe1ffdeffdcffd7ffd7ffd4ffd2ffd0ffceffcdffccffcaffc8ffc8ffc7ffc7ffc6ffc6ffc5ffc6ffc5
1053	4607	1411813167	\x008f008e008e008e008d008e008f008f008f008f008f008d008c008c008d008d008d008c008c008c008d008e008d008e008d008f008f008f008e008d008e008f008e008d008c008c008e008f008f008c008c008c008c008c008c008a0089008a008c008c	\xff6eff6eff71ff6eff6dff6eff6cff6bff68ff69ff66ff69ff6aff69ff69ff6bff6bff68ff68ff68ff68ff69ff6aff68ff69ff6bff6bff6aff69ff66ff66ff68ff67ff66ff65ff65ff66ff66ff66ff65ff66ff66ff68ff69ff69ff6aff6bff6bff6aff6a	\xffc5ffc4ffc3ffc4ffc4ffc6ffc6ffc7ffc8ffc9ffcaffcaffc9ffc8ffcaffc9ffc9ffc8ffc7ffc7ffc9ffcaffc9ffcaffcbffcaffcbffcbffcaffcaffcaffcbffcaffcbffccffccffcdffceffceffcdffceffcdffcdffcdffcdffccffccffcdffcdffcd
1054	4607	1411813168	\x008f008e008f008f008f008f008e008e008e008d008b008d008d008e008d008c008c008b008d008c008e008f008f008f008f008f008f008e008e008c008d008d008c008e008f008f008f008f008f008f008f008f008d008c008c008c008c008d008d	\xff69ff68ff69ff69ff69ff6aff6cff6bff6bff6bff6cff6cff6bff6bff68ff69ff69ff6aff6cff6cff6cff6bff6bff6bff6bff6aff69ff69ff69ff6aff6aff6bff6cff6cff6bff69ff6aff6bff6bff6cff6aff6aff6cff6dff6eff6dff6cff6aff6c	\xffccffccffcaffcaffc9ffcbffcdffceffceffcfffceffd0ffd0ffcfffcfffceffceffcdffcfffcdffcdffcdffccffccffcdffcfffceffcfffcfffceffceffceffcdffccffccffccffccffcdffcdffcdffceffceffd0ffcfffcfffcfffcfffcfffcf
1055	4607	1411813169	\x008d008e008f008f008f008e008d008d008d008c008d008f008f008f008f008f009100910092009000900090008f008e008d008c008b008a008a008b008c008c008c008c008c008c008d008b008a008b008c008d008e008e008d008f0090008f008f0090	\xff6cff6cff6aff69ff6aff6bff6cff69ff68ff68ff69ff6aff6aff6aff6aff6bff6aff6bff6bff6aff69ff68ff67ff67ff69ff68ff67ff67ff67ff69ff69ff69ff67ff66ff67ff69ff6aff6aff69ff69ff69ff6bff69ff66ff65ff64ff65ff65ff66ff65	\xffd1ffd1ffd1ffd2ffd3ffd4ffd4ffd3ffd1ffd0ffd0ffcfffcdffccffccffccffcaffcbffccffccffcdffccffccffccffceffcdffcdffccffcdffceffd0ffceffceffceffcdffcdffcdffcaffc9ffcaffcbffcbffccffccffcbffceffcdffcdffcdffcc
1056	4607	1411813170	\x008e009000910091008f0090008f00900090008f008f008e008f008e008f008e008f008d008c008f008f008f008e008e008e008f008f008e008f008f008f008f008d008d008d008e008b008c008c008b008b008b008b00890089008600870087008a0089	\xff67ff68ff69ff68ff6aff68ff68ff68ff67ff68ff68ff69ff68ff6bff6bff6bff6aff69ff68ff69ff68ff68ff66ff66ff67ff68ff69ff69ff67ff66ff68ff68ff67ff68ff67ff67ff6aff6aff69ff69ff6aff6aff6aff69ff69ff69ff6aff6aff69ff68	\xffccffcbffcaffcaffc9ffc8ffc7ffc6ffc7ffc7ffc7ffc7ffc6ffc8ffc8ffc8ffc8ffc9ffc9ffcaffcbffcaffc9ffcaffcaffc9ffc8ffc7ffc7ffc9ffc9ffc9ffc9ffcaffcaffcbffcbffc9ffcaffc9ffcaffc9ffc9ffc9ffc9ffcaffc9ffcaffc9ffcb
1057	4607	1411813171	\x008a008a008d00900091009100900091009000930091009200920093009300940094009100920090008f00900090008f008f00910090009100910090008f008f008f008f008e008f008f008f008f008f008e008e008d008c008d008d008d008d008e	\xff67ff67ff66ff65ff64ff65ff66ff66ff68ff67ff68ff69ff6aff69ff68ff69ff69ff6cff6cff6cff6cff6cff6dff6dff6cff6bff6bff6cff6cff6cff6cff6cff6dff6fff6fff6fff6fff6fff6fff6eff6bff6aff6aff6aff6bff6bff6aff6aff6c	\xffcbffcbffcbffcaffcbffccffceffcdffceffceffcdffceffcdffccffcaffcaffc9ffcaffccffcbffcbffcdffceffcfffcfffd0ffd0ffd1ffd2ffd1ffcfffcfffceffcdffcdffccffccffccffceffcdffceffceffcdffceffceffceffcdffccffcc
1058	4607	1411813172	\x008f009000910090008f008f008f008e008d008d008b008c008f008f00910091009200920092009300910092009000910090008f008f008f008f008d008e008d008e008f008f008e008e008f008e008e008d008c008d008d008d008c008d008d008e008f	\xff6bff6bff6aff6bff6aff6aff6bff6bff6bff69ff69ff68ff69ff69ff67ff67ff67ff67ff67ff66ff66ff66ff67ff67ff67ff68ff68ff6aff6aff69ff68ff67ff67ff65ff64ff62ff62ff62ff61ff61ff62ff65ff64ff64ff64ff65ff66ff68ff68ff67	\xffccffcbffcbffcbffccffccffccffccffccffccffcdffccffcdffcdffcdffccffccffccffcaffcaffc9ffc9ffc9ffc9ffcbffcbffccffcdffcdffceffceffceffcdffccffccffcbffcbffcaffcaffcaffc9ffc9ffc8ffc9ffc8ffc8ffc7ffc6ffc5ffc6
1059	4607	1411813173	\x008f008f009000910090008f008f008f00900090008f00910091009200910091008f008e008e008d008d008d008d008c008c008e008e008e008f008f008f008f008e008d008e008d008e008d008c008c008d008c008b008b008a0089008b008b008c008d	\xff67ff66ff67ff65ff64ff64ff63ff64ff64ff66ff65ff67ff66ff67ff68ff67ff68ff68ff66ff66ff66ff65ff63ff65ff65ff65ff67ff68ff6aff6bff6aff69ff68ff6aff6aff6aff6aff69ff6bff6bff6cff6bff6aff68ff67ff69ff67ff66ff65ff65	\xffc7ffc7ffc7ffc6ffc7ffc7ffc9ffc7ffc7ffc6ffc6ffc7ffc6ffc7ffc7ffc8ffc7ffc9ffc7ffc7ffc7ffc7ffc6ffc6ffc8ffc9ffc9ffcaffc9ffc9ffc9ffc9ffc8ffc8ffc8ffc9ffcaffcaffcbffccffcdffccffccffcbffccffcdffcdffceffcdffcd
1060	4607	1411813174	\x008e008f008e009000900091009100900090008f009100900090008f008f00900090008f008f008f008e008d008d008c008e00900090009100920093009400940091008f008f008f008f008f008f008f0090008f0090008f008e008e008d008c008d	\xff65ff65ff65ff64ff64ff67ff67ff6aff6aff6cff6bff6cff6cff69ff6aff69ff69ff67ff69ff67ff67ff69ff68ff68ff6aff6aff6aff69ff69ff69ff6aff6bff6aff68ff69ff6aff6bff6bff6aff69ff6bff6cff6cff6bff6aff6aff6aff6bff6a	\xffcdffcdffcdffccffcbffcbffcaffcaffcaffcaffcbffcaffc9ffcaffcbffcbffccffcdffcdffcdffceffccffcdffcdffcfffceffceffcdffceffd0ffcfffcfffcdffccffccffccffcbffcaffcbffcbffcbffcbffccffcdffcdffccffcbffcbffcb
1061	4607	1411813175	\x008d008c008d008f008e008f008f008e008e008f008d008d008e008e008d008e008f008f008f008f008f008f009000900090008f008f008e008d008c008b008c008b00890088008a008a008b008a008b008b008c008e008c008c008c008c008b008c008b	\xff68ff69ff69ff6aff69ff68ff66ff66ff69ff68ff69ff69ff69ff6aff6bff6bff69ff69ff68ff68ff68ff66ff66ff65ff65ff65ff65ff65ff65ff64ff65ff65ff65ff65ff65ff65ff65ff66ff67ff67ff67ff66ff68ff69ff68ff68ff67ff67ff69ff6b	\xffcbffcbffcaffcbffccffcaffcaffc9ffcaffc8ffc9ffc8ffc8ffc8ffc8ffc9ffc8ffcaffc7ffc8ffc8ffcaffc9ffc9ffc9ffc7ffc9ffc9ffc8ffc7ffc6ffc7ffc7ffc8ffc7ffc6ffc7ffc7ffc9ffcaffc9ffcaffccffcbffcbffcbffcaffc8ffc9ffc7
1062	4607	1411813176	\x008a008b008c008a00890088008700870088008800860087008700860087008700850083008400840083008300810081008200830083008300830084008500870089008b008c008e00900092009400950095009400950095009700970097009700980097	\xff69ff68ff68ff68ff68ff68ff67ff67ff67ff67ff68ff67ff67ff69ff6aff69ff69ff6aff69ff6bff6bff6bff6aff6aff6bff6bff6bff6bff6bff6bff6aff6bff6cff6cff6dff6bff6cff6dff6eff6fff6eff6eff6eff6fff6eff6eff6cff6cff6cff6c	\xffc6ffc6ffc6ffc7ffc7ffc7ffc8ffc7ffc6ffc6ffc5ffc5ffc5ffc5ffc5ffc6ffcaffcaffcbffccffceffceffd1ffd2ffd1ffd3ffd5ffd6ffd8ffd9ffd9ffdaffdcffdcffdbffdbffdaffdbffdcffdaffd6ffd5ffd5ffd4ffd3ffd1ffceffcfffceffcd
1063	4607	1411813177	\x009800980096009500950094009200920090008f0090009100910090009100920092009200910090008f0091009100910091009200930093009400920090009100920090008e008e008d008c008c008d008c008d008e008c008d008d008d008c008c	\xff6cff6dff6cff6cff6fff6eff6dff6dff6cff6bff6cff6bff69ff69ff6aff6aff6bff6aff6bff6cff6dff6dff6dff6dff6eff6eff6eff6bff69ff68ff68ff68ff67ff6aff69ff6bff6dff6fff70ff70ff6fff6cff6dff6cff69ff69ff69ff67ff67	\xffceffcdffceffcdffceffcdffcdffceffccffcbffcaffc9ffcbffcbffcbffcbffccffceffcdffceffceffd1ffd0ffceffceffceffceffccffcbffcaffcaffcaffccffcbffcdffcdffceffceffceffceffceffccffccffccffccffcbffccffcdffcd
1064	4607	1411813178	\x008d008d008e008f008f0090008f008e008d008c008d008c008d008c008d008e008d008f008e008f008f008f008e008f008f008e008d008b008a008b008c008a008c008b008d008f008e008d008d008e008e008e008e008c008e008f008f008f008e008f	\xff66ff65ff66ff67ff66ff65ff67ff66ff67ff65ff65ff65ff66ff66ff66ff66ff65ff67ff65ff63ff63ff63ff63ff64ff65ff64ff65ff67ff68ff67ff68ff67ff66ff68ff69ff68ff68ff69ff6aff69ff69ff69ff68ff68ff66ff65ff65ff68ff68ff69	\xffceffcdffceffccffcdffcbffc9ffc7ffc7ffc8ffc7ffc7ffc9ffcaffcaffcaffccffccffccffcbffcaffc9ffc8ffc8ffc7ffc6ffc7ffc9ffcaffcaffcbffcaffc9ffc9ffc9ffc8ffc7ffc5ffc8ffc8ffcaffcaffc9ffc9ffcaffccffcaffcbffcaffca
1065	4607	1411813179	\x008f008f008e008e008f008f0090008e008e008e008f008f008d008a008b008e008d008c008d008d008e008f008e008c008c008f008f008e008f0091009000910091009000900090008f008f008f008e008e008f009000900091008f008f008f008e008d	\xff68ff68ff69ff6bff6aff68ff67ff66ff65ff65ff65ff65ff66ff65ff66ff66ff68ff68ff68ff66ff65ff67ff67ff66ff66ff68ff69ff6bff6bff6bff6cff6cff6cff6cff6cff6bff6bff6aff6aff6aff6dff6dff6dff6bff6bff6bff6eff6dff6dff6c	\xffcbffcbffcaffcaffccffcbffccffcdffcdffceffceffceffcdffceffcdffcdffccffcbffcaffcaffc9ffc8ffc9ffc8ffc8ffc9ffc9ffc9ffcaffcbffcaffcbffcbffccffcdffceffcdffccffceffceffceffcdffcdffcdffcdffcfffceffcfffceffcd
1066	4607	1411813180	\x008b008a008b008a008b008d008e008e008f008e008e008f008d008c008c008c008b008d008c008c008d008c008d008c008d008d008d008e008e008f008e008d008e008d008d008b008d008b008d008e008d008c008c008e008d008e008e008e008e	\xff6bff6cff6dff6cff6cff6cff6cff6aff6bff6aff69ff68ff64ff65ff64ff65ff65ff64ff65ff67ff69ff68ff69ff6bff6aff6aff6bff6bff6cff6cff6cff6dff6dff6dff6cff6cff6aff6aff69ff67ff66ff67ff67ff67ff68ff68ff67ff68ff68	\xffceffcdffcdffccffccffcbffcaffcbffcaffcbffccffcbffc9ffcaffccffcbffcbffcbffccffcfffceffd0ffd0ffcfffd0ffcfffceffcdffceffccffcdffceffcdffcdffcdffcdffccffccffcbffcdffcdffccffcbffcaffcaffcaffc9ffc9ffca
1067	4607	1411813181	\x008e008d008b008b008a008a008a008b008a008c008b008d008f008f008e008f0090008f0090008f008f00910091008f008f008f008f008e008e008b008b008c008c008b008a008900890089008c008c008b008c008e008f008f008f008d008e008f008f	\xff65ff65ff64ff65ff65ff65ff65ff64ff66ff66ff67ff66ff65ff65ff65ff67ff66ff67ff66ff67ff67ff66ff67ff66ff66ff66ff67ff67ff65ff66ff66ff66ff65ff66ff65ff64ff66ff63ff65ff65ff66ff65ff66ff67ff66ff66ff65ff65ff64ff65	\xffcaffcbffcbffcbffcbffccffccffcbffcaffc9ffcaffc9ffcaffc9ffc9ffcbffccffccffcbffcbffcaffcbffcaffc9ffc8ffc8ffc8ffc8ffc8ffc7ffc7ffc8ffc9ffc7ffc7ffc7ffc7ffc7ffc8ffc6ffc6ffc7ffc9ffcaffcbffcbffc9ffcbffcbffcb
1068	4607	1411813182	\x008e008f008d008d008d008e008d008c008d008b008d008e008e008d008e008e008e008f008f008f0090008f008f008d008e008f008e008d008d008f008f00910090009100910091009200900090008f008f008f00910091008f00900092009200920092	\xff64ff64ff67ff68ff69ff69ff6aff6cff6dff6cff6bff6aff69ff69ff67ff68ff67ff69ff6aff6cff6bff6bff6eff6bff6bff6bff6bff6bff6aff6bff69ff6bff6bff6aff6aff6aff6bff6aff6bff6bff6bff6cff6bff6bff6aff6bff6aff68ff68ff67	\xffcbffcbffccffccffceffceffceffceffceffcdffceffccffccffcdffceffcdffcdffceffccffceffcfffceffcdffceffcfffcfffd0ffceffcdffcdffceffceffccffcaffcbffccffccffccffcaffcbffccffcdffceffcdffcdffcdffd0ffd0ffceffce
1069	4607	1411813183	\x008f008e008f008d008c008c008b008a008c008b008b008c008c008c008c008c008d008e008e008f0091008f008f008f008e008d008e008d008c008d008d008e008c008c008c008b008c008b008b008b008c008c008c008e008b008c008d008b008b	\xff68ff69ff6aff68ff69ff69ff69ff6aff69ff6aff69ff69ff66ff65ff66ff63ff64ff62ff63ff65ff66ff68ff68ff6aff6aff6bff6bff6aff6cff6cff6cff6aff68ff66ff65ff64ff65ff65ff65ff66ff69ff6aff68ff68ff66ff65ff64ff64ff64	\xffccffceffcfffd0ffceffcfffcfffd0ffd0ffceffcbffcaffcbffcbffcbffccffcaffcbffccffceffccffccffccffcbffccffcdffcdffcdffcdffceffceffd0ffcfffceffceffceffceffcdffccffcbffccffccffccffcaffcbffcaffcaffc9ffc9
1070	4607	1411813184	\x008a008a008a008c008d008c008c008b008c008b008c008a008a008b008b008d008e008f008e008f008f008e008f008f008f008f008e008e008d008f008d008d008d008d008c008b008b0089008b008b008b008b008c008d008f00910090008f008f008f	\xff64ff65ff67ff67ff68ff69ff69ff68ff67ff69ff68ff68ff68ff67ff68ff68ff67ff65ff65ff66ff65ff65ff64ff64ff65ff66ff67ff67ff67ff66ff65ff66ff67ff66ff65ff66ff66ff68ff69ff67ff66ff66ff66ff66ff65ff65ff65ff66ff67ff68	\xffc9ffc8ffcaffcaffcbffcbffcaffc9ffcaffcbffcaffcaffcaffcaffccffcdffccffccffcaffcaffc8ffc8ffc8ffc8ffc9ffcaffcaffc9ffcbffcbffcaffcbffcaffc9ffcaffcbffcaffcaffcbffcaffccffccffccffceffcfffcfffcfffcfffceffce
1071	4607	1411813185	\x008e008f008f008f009000910092009300930091009100910090008f008e008d008f009000900091009200920093009300910091009100910090008f0091008f008e008c008c008b008b008c008a008a008a008d008a008a008c008c008e008f0091	\xff68ff69ff6dff6eff6dff6cff6cff6bff6cff6bff69ff69ff6aff6cff6cff6dff6fff6eff70ff70ff6eff6cff6cff6eff6cff6dff6cff6cff6cff6eff6dff6cff6cff6bff69ff68ff68ff67ff66ff65ff65ff66ff67ff69ff68ff68ff69ff6bff6b	\xffcdffcdffccffcbffcaffc9ffc9ffc9ffcaffcaffc9ffcaffcbffccffcbffcbffcbffcaffccffccffccffcdffceffcfffd0ffd1ffd0ffd0ffd0ffcdffcdffceffceffceffceffceffceffcfffcfffceffcdffccffcdffceffccffceffceffccffcd
1072	4607	1411813186	\x0090009200920091008f008f008d008c008c008b008b008a008b008a008a008b008b008d008d008c008c008d008e008e008f008f008f00900090008f008f008c008a008a00890088008800870089008b008c008c008c008e008e008f008e0090008e008e	\xff69ff69ff68ff69ff6aff6bff6aff6bff6aff6aff6bff69ff67ff67ff66ff67ff67ff66ff65ff66ff66ff65ff66ff64ff65ff66ff65ff67ff66ff67ff68ff69ff68ff67ff68ff66ff67ff68ff67ff67ff67ff68ff68ff67ff67ff67ff68ff68ff67ff66	\xffcfffccffcdffccffcdffcdffceffcdffcaffcbffcbffcbffc9ffc9ffc9ffc9ffc9ffc9ffcaffcaffcbffcaffcbffcbffcbffcaffc9ffc9ffc8ffc8ffc7ffc7ffc7ffc7ffc7ffc7ffc7ffc9ffcaffcbffcdffcdffceffceffceffccffcdffcdffcdffce
1073	4607	1411813187	\x008e008d008e008f008e008d008d008f00900090008e008e008f008e0090008e008f008e0090008f008f008f00900090008e008f008e008f008f008f008c008c008d008c008a008b008a008b008d008d008d008e0090008f00900090008f0090008f008f	\xff64ff65ff64ff63ff61ff62ff61ff62ff64ff65ff64ff65ff65ff65ff67ff68ff68ff67ff69ff68ff67ff66ff65ff65ff65ff67ff66ff66ff67ff67ff67ff68ff67ff67ff69ff67ff65ff66ff67ff67ff66ff67ff66ff66ff67ff65ff65ff64ff65ff64	\xffcdffceffceffceffcdffccffcbffcaffcbffccffccffcdffcfffceffceffceffcfffcdffcbffcbffc9ffcaffcaffc9ffc8ffc7ffc8ffc8ffc9ffcaffcbffccffccffcfffcfffcfffcfffd0ffcfffcdffceffcdffccffcdffceffccffcdffcdffccffcd
1074	4607	1411813188	\x008d008e008c008c008c008c008d008f00900091009100910091009200920090008f008f009100900090008f008f008f0090008f008d008e008f008f0090009000900090009000900090008f008f008f008f008f009000910090008f008e008f	\xff64ff65ff65ff68ff68ff68ff69ff68ff68ff68ff67ff66ff68ff66ff65ff66ff67ff65ff67ff67ff66ff66ff67ff67ff65ff65ff64ff64ff64ff62ff60ff61ff63ff65ff66ff67ff66ff69ff6cff6cff6dff6cff6fff6eff6fff6dff6bff69	\xffceffcdffccffccffccffcbffcdffcdffcbffcdffceffcdffcdffceffccffcbffccffcbffcbffccffcdffccffcdffceffcdffcdffccffcbffcbffcdffcdffcdffcdffcfffcfffcfffcfffcfffcdffcdffcdffccffcdffccffccffcaffcaffcb
1075	4607	1411813189	\x008e008f008e008b008c008c008f008f008e008e008f0090008f008f008f008f008f009000900090009100910090008f008f008e008d008e008d008d008e008e008e008e008c008b008c008d008c008d008f008f00900091009100910090008f008f008e008f	\xff67ff68ff65ff66ff67ff68ff66ff67ff67ff67ff68ff68ff67ff66ff68ff67ff67ff68ff68ff66ff65ff65ff65ff67ff68ff66ff65ff67ff68ff67ff66ff65ff63ff64ff65ff65ff65ff65ff66ff66ff68ff67ff68ff68ff69ff6aff6cff6cff6cff6cff6b	\xffc9ffc7ffc7ffc8ffc8ffc7ffc7ffc5ffc7ffc8ffc9ffc8ffc8ffcaffcaffcaffc8ffc8ffc7ffc8ffc7ffc7ffc8ffc8ffcaffcaffcaffcaffcaffc8ffc7ffc7ffc6ffc5ffc7ffc6ffc7ffc7ffc9ffc8ffc6ffc9ffc7ffc8ffc8ffc7ffc7ffc9ffcaffc8ffc8
1076	4607	1411813190	\x00900090008f008e008f008c008e008b008b008b008d008e008f0091009000920091009100910091009100910090008f008f008f008f008f008f008f0090009000920090009100900090008f0091009100900093009200920092009300920090008f008f	\xff6aff6aff6aff68ff67ff66ff67ff66ff67ff69ff69ff69ff69ff69ff68ff67ff65ff65ff63ff64ff65ff64ff64ff65ff67ff66ff66ff65ff65ff67ff67ff68ff68ff68ff68ff68ff68ff67ff66ff67ff66ff67ff68ff69ff69ff6bff6cff6bff6aff69	\xffc7ffc8ffc9ffc9ffcaffcaffcaffcbffcbffccffcbffcbffc9ffcbffccffcdffccffccffccffcdffceffceffceffcdffcfffccffccffccffccffccffcaffc9ffc8ffcaffccffcbffcbffcaffcbffcbffcbffcdffccffccffcbffcdffceffceffcfffce
