n	Session	magnetometer.seconds.Unix	magnetometer.magx	magnetometer.magy	magnetometer.magz
1340	4604	1411813479	\x002b002b002c002d002e002e002f002f002f002f002f00310032003100310030002e002e002d002c002a002c002d002e00300031003200330034003400340033003300340035003500360036003500360037003600360036003400340033003300320032	\xffb0ffafffafffaeffb0ffb1ffb0ffafffaeffaeffaeffaeffadffabffaaffabffabffabffacffaaffa9ffa8ffa8ffa8ffa7ffa7ffa6ffa7ffa6ffa8ffa9ffa9ffa8ffa8ffa7ffa7ffa7ffa9ffa8ffa8ffaaffacffadffadffafffaeffafffaeffaeffaf	\xfe7cfe7afe79fe7afe78fe78fe78fe76fe76fe77fe76fe75fe76fe76fe78fe7afe7afe7cfe7cfe7dfe7dfe7dfe7bfe7cfe7bfe79fe7bfe7cfe7efe7efe7dfe7dfe7efe7efe7bfe7bfe7bfe7bfe7cfe7dfe7ffe7ffe82fe81fe80fe81fe82fe81fe80fe7f
1341	4604	1411813480	\x0032003400350036003800380039003a003a00390038003800360036003600350034003200320031003200320030003000300031003100320031003300320031003000300030002e002d002b002b002b002b002c002b002c002d002c002d002c002f	\xffaeffaeffaeffaeffadffafffaeffafffb1ffb2ffb3ffb4ffb5ffb3ffb5ffb6ffb5ffb5ffb5ffb5ffb5ffb6ffb6ffb6ffb5ffb5ffb4ffb5ffb4ffb6ffb6ffb4ffb5ffb6ffb5ffb5ffb5ffb2ffb1ffb2ffb3ffb1ffb0ffafffafffafffafffb1ffb1	\xfe7cfe7bfe7bfe7afe78fe77fe76fe77fe78fe77fe75fe74fe73fe72fe72fe72fe71fe73fe74fe75fe76fe76fe75fe75fe76fe75fe75fe76fe76fe76fe75fe76fe74fe73fe72fe71fe70fe70fe71fe71fe71fe6ffe6ffe6dfe6efe6efe6cfe6bfe6c
1342	4604	1411813481	\x002d002f002f002f00300031003100310031002f00300031003100310030002e002f002f002f002f002d002e002e0030002f002f002f002e002f0030003000310031003100330032003000300030002f002f0030003100320031003000300030002f002e	\xffb0ffb0ffb1ffb0ffb2ffb0ffaeffadffadffadffadffadffadffaeffaeffb0ffb1ffb2ffb1ffb1ffadffacffabffaaffa9ffa8ffaaffaaffabffacffadffabffabffaaffa9ffa9ffa9ffa8ffa7ffa8ffa8ffa7ffa6ffa7ffabffadffaeffaeffaeffaf	\xfe6efe6efe6efe6dfe6cfe6cfe6cfe6bfe69fe69fe6afe6afe6afe6bfe6bfe6cfe6efe6dfe6dfe6cfe6dfe6efe6ffe6efe6efe70fe71fe72fe71fe72fe70fe71fe70fe6ffe6ffe6ffe6ffe6efe6efe6dfe6efe6efe6efe6dfe6ffe70fe71fe72fe72fe72
1343	4604	1411813482	\x002e002d002f002f002f002f002f002f002f002f00300030002f0031003200320033003200330033003200320034003500350035003600350037003600350033003300330032003300330034003500360035003400330032003100300030002f002f	\xffb0ffafffaeffadffacffacffabffabffaaffaaffa9ffaaffaaffa9ffabffaaffa9ffa9ffa8ffa8ffa9ffa8ffa7ffa7ffa7ffa8ffa8ffa9ffa7ffa6ffa6ffa6ffa6ffa5ffa4ffa1ffa2ffa4ffa4ffa4ffa3ffa1ffa1ffa2ffa2ffa3ffa2ffa3ffa3	\xfe73fe71fe6ffe6efe6efe6ffe6dfe6dfe6cfe6efe6efe6efe6efe6efe70fe6ffe6efe6dfe6ffe6efe6efe6dfe6bfe6afe6afe6afe68fe6afe69fe6afe6dfe6dfe6ffe70fe72fe70fe6ffe6efe6cfe6efe6efe6efe6dfe6efe6ffe6ffe6ffe6efe6a
1344	4604	1411813483	\x00310032003300330032003100300030002f002f002f002f003100310033003300340035003500340033003500360037003800380037003700390039003800370036003600360036003600360037003700390039003a003a003900370035003600340036	\xffa4ffa5ffa5ffa6ffa5ffa5ffa5ffa4ffa5ffa4ffa4ffa4ffa4ffa3ffa3ffa4ffa6ffa6ffa7ffa8ffa7ffa7ffa7ffa6ffa5ffa4ffa3ffa1ffa1ffa2ffa4ffa3ffa1ffa2ffa3ffa3ffa3ffa3ffa1ffa3ffa6ffa8ffa9ffa9ffa9ffa8ffa9ffa7ffa6ffa4	\xfe6afe68fe68fe68fe69fe69fe69fe6cfe6dfe6dfe6efe6dfe6efe6efe6efe6efe6efe6ffe6ffe6ffe6ffe70fe6efe6cfe6afe69fe69fe69fe69fe68fe6afe6cfe6efe6efe6efe6dfe6dfe6dfe6dfe6bfe69fe69fe69fe6afe6bfe6bfe6bfe6cfe6dfe6d
1345	4604	1411813484	\x00360037003a003b003c003d003c003b003a0039003700370036003600370037003a003a003b003a00390038003600350031002f002c002b00290026002500230023002300230021002400260028002a002b002d002f002f002e00300031003100310031	\xffa4ffa3ffa5ffa7ffa9ffaaffaaffacffabffadffacffabffaaffaaffaaffa9ffabffacffabffabffabffaaffacffabffa9ffa9ffa9ffabffaaffaaffa8ffa7ffa7ffa6ffa5ffa1ffa2ffa0ffa1ffa1ffa1ffa1ffa0ffa0ffa0ffa1ffa0ff9fff9fff9f	\xfe6dfe6cfe6bfe6afe69fe69fe6bfe6bfe6cfe6efe6dfe6dfe6dfe6dfe6bfe6cfe6bfe6afe6afe6bfe6cfe6bfe6bfe6afe6bfe6bfe6cfe6bfe6bfe6bfe6dfe6efe70fe70fe71fe72fe73fe75fe74fe75fe74fe75fe75fe76fe76fe76fe77fe76fe75fe75
1346	4604	1411813485	\x00300031003200330033003400350034003600360036003500340034003600380036003800370037003700360035003400350038003b003b003b003c003d003e003e003c003c003b003b003c003b003e003f00400042004200430041004200410042	\xff9fffa2ffa1ffa1ffa1ffa2ffa1ffa1ffa2ffa1ffa2ffa2ffa2ffa3ffa3ffa3ffa1ffa1ffa1ffa1ffa1ff9effa0ff9eff9eff9eff9eff9effa0ffa1ffa1ffa1ffa1ffa3ffa2ffa2ffa0ffa1ffa2ffa3ffa4ffa3ffa2ffa1ffa0ffa0ff9dff9eff9f	\xfe74fe73fe72fe72fe73fe73fe71fe71fe71fe70fe70fe6dfe6dfe6cfe6cfe6cfe6cfe6efe6efe6ffe6ffe6ffe6efe6ffe70fe6efe6dfe6ffe70fe71fe74fe73fe73fe74fe75fe75fe75fe75fe75fe75fe76fe77fe77fe77fe77fe76fe76fe77fe78
1347	4604	1411813486	\x004300420043004200430043004200410040003f003f003f003f003f003d003d003b003c003c003b003b003a003a003a003c003c003c003d003c003c003c003a003a003a003a0039003a00390039003a0038003800380038003600380039003a003c003b	\xff9fffa1ffa2ffa5ffa6ffa7ffa6ffa6ffa4ffa3ffa2ffa3ffa1ffa2ffa3ffa1ffa3ffa2ffa4ffa2ffa2ffa2ffa2ffa3ffa3ffa3ffa3ffa4ffa4ffa4ffa5ffa4ffa3ffa4ffa3ffa5ffa6ffa7ffa7ffa7ffa7ffa6ffa7ffa4ffa4ffa4ffa2ffa4ffa5ffa6	\xfe78fe77fe78fe78fe79fe79fe78fe77fe76fe78fe76fe75fe75fe75fe75fe74fe72fe71fe72fe72fe70fe71fe70fe70fe70fe70fe6efe6efe6ffe6ffe6ffe6ffe6ffe6efe6ffe70fe6efe6dfe6dfe6dfe6efe70fe6ffe6efe6ffe6ffe6efe6efe6dfe6a
1348	4604	1411813487	\x003b003b003c003b003c003b0036003700370037003700370036003600380036003600350034003300330032003200320032003100310032003300360034003500340034003400330030002f00310032003200330031003100320030002f002d002d002d	\xffa5ffa6ffa6ffa6ffa5ffa3ffa4ffa5ffa6ffa7ffa9ffa9ffaaffabffabffabffaaffa9ffa7ffa7ffa7ffa7ffa7ffa6ffa6ffa5ffa5ffa5ffa5ffa6ffa5ffa6ffa9ffa8ffa7ffa5ffa4ffa3ffa3ffa1ffa2ffa3ffa4ffa5ffa5ffa5ffa5ffa4ffa1ffa0	\xfe6bfe6dfe6cfe6cfe6cfe6cfe6afe6bfe69fe68fe68fe68fe68fe69fe6afe6afe6afe69fe69fe68fe67fe67fe64fe63fe64fe64fe63fe63fe63fe62fe64fe66fe67fe67fe68fe69fe68fe69fe69fe66fe65fe65fe65fe65fe67fe65fe64fe64fe65fe65
1349	4604	1411813488	\x002e002e002d002d002e002f002f0030003000300031003100310032003300320031003100310033003400340033003200330034003300320030002f0030003200320031003000300031003100300031003000320034003400350035003400330035	\xff9effa0ffa1ffa2ffa3ffa3ffa5ffa5ffa7ffa4ffa4ffa4ffa5ffa5ffa5ffa5ffa3ffa4ffa3ffa3ffa1ffa1ffa2ffa4ffa5ffa6ffa7ffa7ffa8ffa8ffa7ffa5ffa6ffa6ffa7ffa7ffa7ffa6ffa6ffa7ffa5ffa4ffa2ffa3ffa4ffa4ffa4ffa3ffa4	\xfe66fe65fe65fe68fe68fe69fe69fe68fe69fe69fe68fe67fe66fe67fe66fe67fe66fe66fe66fe65fe66fe64fe65fe64fe65fe66fe66fe68fe68fe68fe68fe68fe67fe67fe69fe69fe69fe6afe6bfe69fe69fe69fe69fe69fe69fe69fe69fe6afe6c
1350	4604	1411813489	\x003300330033003300330033003300320032003200340034003500340035003600370037003700380038003a003a003a003b003b003b003b003a003a003c003c003c003b003c003c003e003e003d003e003d003d003d003f003e003e003d003d003b003c	\xffa2ffa1ffa0ff9eff9fffa1ffa1ffa1ffa3ffa4ffa2ffa2ffa1ffa0ffa1ffa1ffa1ffa1ffa2ffa1ff9fff9eff9dff9bff9aff99ff9aff9bff9cff9dff9dff9fff9effa0ffa0ffa1ffa1ffa4ffa3ffa3ffa5ffa4ffa4ffa4ffa5ffa4ffa5ffa5ffa5ffa7	\xfe6cfe6cfe6cfe6bfe6bfe6dfe6ffe70fe71fe71fe71fe73fe74fe75fe74fe73fe74fe75fe77fe77fe76fe77fe76fe79fe75fe76fe77fe79fe79fe78fe79fe78fe79fe78fe76fe73fe72fe73fe72fe71fe72fe71fe6ffe70fe71fe70fe71fe72fe71fe71
1351	4604	1411813490	\x003c003900370038003a0037003800370035003600370035003300320032003200340034003300330034003300320030002f00300030002e002e003000310030003000300032003300320031002f0030002f002e002d002d002e002f0030003200320032	\xffa6ffa8ffa8ffa9ffabffabffadffabffadffacffadffaeffacffadffacffadffadffadffadffaaffa9ffa8ffa7ffa6ffa7ffa8ffa8ffa8ffa8ffa9ffa8ffa8ffa7ffa5ffa4ffa6ffa8ffa7ffa8ffa9ffa9ffa7ffa9ffa8ffa7ffa7ffa7ffa8ffa7ffa8	\xfe72fe72fe72fe70fe70fe6ffe71fe71fe71fe72fe71fe71fe71fe70fe6efe6dfe6cfe6afe6afe6afe6afe6afe6afe6bfe6cfe6dfe6dfe6cfe6cfe6dfe6dfe6cfe6dfe6cfe6cfe6dfe6cfe6dfe6cfe6cfe6bfe6afe6afe6bfe6cfe6bfe6bfe6dfe6efe70
1352	4604	1411813491	\x003300320032003200330032003300330033003200320033003400340036003700370037003800370034003300320030003000300030002f003100310032003200330034003300330032003400330032003200300032003300330032003200330033	\xffa8ffa5ffa5ffa5ffa5ffa4ffa6ffa7ffa6ffa7ffa7ffa8ffa8ffa8ffa6ffa7ffa7ffa7ffa9ffa9ffa8ffa8ffa9ffa7ffa7ffa6ffa4ffa4ffa6ffa8ffa6ffa5ffa6ffa6ffa8ffa8ffa6ffa4ffa6ffa9ffabffaaffa9ffa8ffa9ffa7ffa5ffa3ffa1	\xfe71fe70fe70fe6ffe71fe6ffe70fe6ffe6ffe70fe70fe71fe6efe6cfe6cfe6bfe68fe69fe68fe68fe68fe6afe6dfe6efe70fe6ffe70fe70fe72fe74fe73fe73fe75fe76fe75fe75fe72fe6ffe6dfe6cfe6afe6cfe6cfe6bfe6efe71fe70fe71fe70
1353	4604	1411813492	\x003400330032003100330033003300340034003500340035003300330033003200310030003100330033003200320031003000310030002e002d002e002d002d002d002c002d002d002c002c002e002f0030003200310032003400340034003400350035	\xffa2ffa2ffa0ff9eff9fff9fffa0ffa0ff9dff9dffa1ffa0ffa3ffa2ffa1ffa0ffa1ff9fff9dff9cff9aff9aff9bff9dff9dff9fff9fff9fff9eff9eff9cff9aff9aff9aff9bff9bff9aff99ff97ff97ff96ff94ff91ff90ff90ff90ff91ff8eff8dff8c	\xfe6ffe6efe6ffe71fe6ffe70fe70fe71fe70fe71fe71fe70fe70fe71fe72fe72fe73fe73fe73fe71fe70fe6ffe6efe6dfe6efe6ffe71fe72fe73fe75fe74fe75fe76fe76fe75fe77fe79fe79fe7bfe7bfe7afe77fe78fe78fe77fe78fe76fe76fe77fe7b
1354	4604	1411813493	\x0039003b003c003d003e004000420045004500440047004700470047004600450045004500440043004200420042004200410042004300440045004600470048004900480048004800480048004600460048004900470046004400440044004400430044	\xff8eff8cff8cff8bff8cff8dff90ff90ff8eff8eff8eff8eff8dff8cff8aff8bff8dff8eff8fff8eff8fff8fff91ff8fff8dff8cff8cff8cff8cff8dff8cff8cff8cff8aff89ff87ff87ff86ff84ff84ff87ff89ff8bff8dff8dff8cff8cff8bff89ff88	\xfe7bfe7afe78fe76fe77fe78fe77fe75fe74fe74fe75fe76fe76fe75fe74fe73fe72fe71fe70fe70fe6ffe6efe6dfe6dfe6dfe6dfe6bfe69fe66fe67fe67fe67fe66fe68fe69fe69fe69fe69fe68fe66fe66fe64fe64fe63fe65fe65fe64fe65fe67fe68
1355	4604	1411813494	\x0046004700470047004700470046004400420043004400430045004500460046004700460044004400440042003f003f003f003f004100430043004600490048004900480046004300420041003f003e003d003e003f004000400040003e003e003d	\xff87ff86ff86ff87ff89ff8bff8bff8eff8eff8eff90ff8fff91ff8eff90ff8fff92ff92ff94ff95ff94ff97ff98ff9aff9aff9aff99ff9dff9fffa0ffa1ffa2ffa4ffa6ffa8ffa7ffa6ffa5ffa7ffa5ffa4ffa4ffa4ffa6ffa9ffabffabffabffad	\xfe67fe66fe65fe65fe65fe65fe64fe61fe60fe61fe60fe5ffe5ffe60fe60fe63fe64fe66fe67fe69fe68fe68fe68fe66fe66fe66fe65fe63fe66fe65fe65fe66fe67fe67fe68fe69fe68fe69fe6afe69fe69fe69fe68fe66fe66fe65fe66fe67fe68
1356	4604	1411813495	\x003c003b003a003900370038003a003a0038003b003900380039003900380038003700360035003400340035003400360037003600380039003900360035003300320032002f002d002c002d002d002b002b002c002e002e002f002f0030003200320030	\xffaeffb0ffb0ffaeffaeffaeffafffafffaeffadffafffb1ffb2ffb3ffb5ffb5ffb6ffb6ffb4ffb5ffb3ffb1ffb0ffb0ffb0ffb0ffafffaeffafffb0ffb0ffafffb0ffb0ffb1ffb2ffb0ffb0ffb1ffb2ffb0ffb0ffb0ffb0ffb2ffb2ffb3ffb5ffb5ffb5	\xfe66fe68fe69fe69fe6afe69fe6afe69fe69fe69fe69fe68fe68fe68fe69fe69fe69fe69fe6afe6bfe6afe69fe68fe66fe67fe67fe66fe66fe67fe67fe69fe6afe6cfe6cfe6cfe6bfe6afe69fe69fe69fe68fe69fe69fe69fe69fe6bfe6bfe6dfe6dfe6d
1357	4604	1411813496	\x002f0031002f002d002b002a00290029002900280029002a002a002b002c002c002d002d002d002b002b002a002a002a002900280029002a0029002a002b002c002d002e002c002d002e002c002c002c002b002b002d002d002e002e002e002e002e002c	\xffb5ffb3ffb2ffb3ffb2ffafffaeffaeffacffacffaaffa8ffa9ffabffacffadffb0ffb2ffb4ffb5ffb3ffb3ffb2ffb1ffaeffadffacffabffaaffaaffaaffa7ffa8ffa7ffa7ffa7ffa7ffa7ffa7ffaaffacffadffaeffb0ffb0ffb0ffb1ffafffadffad	\xfe6dfe6dfe6efe6efe6dfe6dfe6dfe6efe6dfe6cfe6bfe6dfe6dfe6efe6dfe6cfe6dfe6ffe6ffe6dfe6efe6cfe6cfe6efe6efe6efe6ffe6ffe6ffe6dfe6dfe6dfe6dfe6bfe69fe69fe68fe6afe69fe69fe68fe68fe69fe6afe6bfe6bfe6cfe6dfe6dfe6e
1358	4604	1411813497	\x002b002a0029002a002a00290029002a002800280028002800270026002700290029002900290029002a002a002700240026002700260026002500260028002a002a002a002a002b002b002b002b002b002c002c002c002b002c002c002c002b0029	\xffabffaaffa9ffa7ffa6ffa5ffa4ffa4ffa4ffa4ffa5ffa4ffa6ffa6ffa7ffa9ffabffacffaaffabffaaffacffabffabffaaffaaffaaffaaffaaffa9ffa9ffa7ffa5ffa5ffa6ffa6ffa7ffa8ffa7ffa9ffa9ffa8ffa7ffa7ffa5ffa4ffa4ffa2ffa3	\xfe6efe6efe6dfe6dfe6efe6ffe6efe6ffe70fe6efe71fe6ffe6dfe6efe6dfe6efe6dfe6dfe6cfe6efe6ffe6efe71fe71fe71fe72fe72fe72fe71fe72fe70fe6ffe6efe6efe6efe6efe6dfe6dfe6dfe6efe70fe70fe70fe70fe71fe71fe70fe70fe6f
1359	4604	1411813498	\x002800280028002a00290028002b002c002c002c002f002e002f0030002f002e002e002d002b002a002900290028002800280028002800260025002500250025002500260028002a002d002c002c002e002d002d002c002d002b002a002b002a002b002b	\xffa3ffa4ffa3ffa2ffa3ffa4ffa3ffa3ffa3ffa5ffa5ffa7ffa7ffa8ffa9ffabffabffa9ffaaffa9ffa9ffa8ffa7ffa6ffa7ffa7ffa7ffa6ffa6ffa6ffa7ffa8ffa7ffa7ffa7ffa6ffa6ffa6ffa6ffa5ffa4ffa5ffa5ffa7ffa5ffa5ffa5ffa6ffa5ffa4	\xfe6efe6dfe6cfe6cfe6cfe6dfe6bfe6cfe6dfe6dfe6efe6efe6efe6dfe6ffe70fe70fe6ffe70fe71fe70fe71fe71fe71fe72fe74fe73fe74fe74fe74fe73fe73fe71fe71fe70fe6efe6ffe70fe71fe72fe71fe72fe73fe74fe73fe74fe73fe72fe73fe72
1360	4604	1411813499	\x002b002b0029002b002b002c002c002d002d002d002d002d002c002b002d002d002e002f002f002e002f0030002f002e002d002f002f002e002e002e002e002e002e002d002e002f002f002e00300030002f002e002f002f002e002f002c002c	\xffa5ffa5ffa6ffa6ffa5ffa5ffa6ffa8ffa7ffa6ffa7ffa6ffa6ffa6ffa6ffa5ffa4ffa5ffa4ffa6ffa7ffa7ffa5ffa5ffa5ffa5ffa5ffa4ffa3ffa3ffa6ffa6ffa6ffa5ffa6ffa7ffa7ffa7ffa7ffa8ffa8ffabffacffabffabffaaffacffa9	\xfe73fe73fe72fe71fe72fe72fe72fe73fe72fe71fe70fe70fe6ffe6efe6dfe6cfe6cfe6bfe6cfe6efe6efe6ffe6ffe6ffe6ffe6efe6efe6dfe6cfe6cfe6cfe6cfe6bfe6bfe6bfe6bfe6bfe6bfe6cfe6cfe6cfe6efe6efe6dfe6dfe6dfe6bfe6b
1361	4604	1411813500	\x002e002d002c002c002c002d002d002c002c002c002b002c002c002b002c002b002c002f002f002f002e002d002d002e002e002c002c002b002b002c002a0029002800270028002b002c002c002e002f002f0030002f002c002b002b002b002b002b002a002a	\xffa9ffa7ffa6ffa7ffa6ffa6ffa5ffa7ffa8ffa8ffaaffabffacffadffacffacffabffacffacffaaffaaffaaffaaffabffacffadffabffadffacffabffacffacffacffabffadffacffacffaeffaeffaeffafffafffb0ffb0ffb1ffb0ffb0ffb0ffb0ffb0ffaf	\xfe6cfe6bfe69fe6afe6bfe6bfe6dfe6dfe6ffe6ffe71fe73fe72fe72fe73fe71fe70fe72fe72fe70fe70fe6ffe6ffe6ffe70fe6efe6cfe6cfe6efe6efe6dfe6dfe6cfe6cfe6efe6bfe69fe69fe69fe6afe6dfe6cfe6cfe6dfe6efe6ffe70fe71fe6ffe6ffe6f
1362	4604	1411813501	\x002a002a00280028002600270027002700280029002a002a002c002d002d002c002d002b002b002c00290027002700280027002700280028002b002b002c002c002e002d002c002a00280029002900280025002600260027002600260026002600280029	\xffb0ffafffb0ffb0ffaeffafffafffafffafffafffafffafffb1ffb1ffb0ffb0ffb0ffb1ffb1ffafffafffadffadffadffacffabffacffadffabffacffaaffa9ffaaffa9ffa8ffa7ffa8ffa9ffacffadffadffadffaeffadffaeffafffaeffadffaeffae	\xfe6ffe6efe6ffe6ffe6ffe6ffe70fe71fe74fe75fe74fe75fe75fe75fe75fe76fe74fe74fe75fe76fe76fe77fe76fe76fe77fe75fe75fe74fe74fe73fe74fe73fe72fe72fe73fe74fe74fe75fe73fe73fe74fe74fe74fe73fe71fe71fe72fe73fe74fe75
1363	4604	1411813502	\x0028002800270026002600280029002a002b002b002d002f002e002d002c00290029002a0029002700260027002700280029002700280029002a002a002a00290029002a0029002900290029002700260027002600270025002600250028002700260027	\xffafffaeffafffaeffadffacffaaffaaffa8ffa8ffa8ffa7ffa7ffa9ffaaffaaffaaffabffa9ffaaffaaffa9ffa9ffa8ffa8ffaaffaaffaaffa9ffaaffabffabffabffabffacffabffacffacffadffaeffafffaeffaeffb0ffb2ffb2ffafffafffafffb0	\xfe75fe75fe75fe75fe74fe74fe73fe73fe72fe71fe71fe71fe6efe6efe6ffe6ffe70fe71fe72fe71fe74fe74fe73fe72fe71fe72fe71fe74fe73fe75fe75fe75fe76fe76fe76fe76fe76fe75fe74fe75fe75fe74fe74fe74fe73fe75fe75fe73fe73fe72
1364	4604	1411813503	\x00270027002600270028002b002a002800290029002c002b0028002600290029002800280027002700290029002700280028002a002b002c002c002c002d002e002d002b002a0029002a002a002900270029002a002b002b002a002b002b002b0029	\xffaeffacffabffabffacffacffacffacffaeffaeffadffaeffacffabffaaffabffaaffaaffaaffabffabffabffacffaaffa9ffaaffa9ffa8ffabffaaffabffacffaeffaeffafffb0ffadffaeffadffadffadffaeffabffabffacffacffacffabffab	\xfe73fe72fe73fe74fe73fe75fe74fe74fe75fe76fe76fe75fe75fe75fe75fe75fe73fe72fe72fe73fe72fe72fe73fe72fe73fe74fe74fe74fe75fe77fe76fe79fe77fe77fe78fe78fe76fe75fe74fe73fe75fe74fe72fe71fe73fe73fe74fe73fe73
1365	4604	1411813504	\x002800280027002700250025002500270028002800290028002b002a002c002c002c002d002f0030002e002f002f002f002e002d002a002a002a002a002b0029002a002a002b002a002c002b002a002a002a002a002a0029002900290028002700270026	\xffaaffadffadffacffacffadffadffadffacffacffadffadffaeffafffafffafffaeffafffaeffacffabffacffacffacffadffadffafffb1ffb0ffb0ffaeffaeffacffadffa9ffa9ffa9ffa9ffaaffabffabffaaffabffabffaaffa9ffa9ffa7ffa7ffa7	\xfe73fe74fe75fe75fe75fe75fe74fe73fe72fe72fe71fe71fe71fe72fe72fe71fe71fe71fe70fe6ffe6ffe6ffe71fe73fe74fe74fe75fe77fe76fe75fe74fe72fe72fe73fe72fe71fe74fe75fe75fe76fe76fe76fe77fe78fe75fe75fe75fe76fe76fe74
1366	4604	1411813505	\x00270028002700270027002700290029002a002a002b002c002d002e002e002d002c002a002b002a00290029002700280028002b002b002c002c002d002d002d002c002a002a002a00290029002a002c002e002e002c002d002e002c002b002a0029	\xffa7ffa9ffa9ffabffacffacffabffacffadffacffadffadffadffadffacffadffabffaaffa9ffa8ffa8ffa8ffa9ffa8ffa8ffa9ffa8ffa8ffa9ffaaffabffabffaaffaaffacffadffacffadffacffacffacffacffabffaaffaaffaaffabffadffad	\xfe75fe74fe75fe73fe73fe72fe72fe73fe73fe74fe73fe73fe74fe74fe75fe75fe74fe74fe74fe74fe74fe73fe72fe73fe74fe75fe75fe75fe75fe76fe76fe75fe75fe74fe73fe72fe72fe72fe71fe70fe71fe72fe73fe73fe72fe72fe73fe74fe73
1367	4604	1411813506	\x002900280027002700270029002800280028002a002b0029002b002b002c002c002c002c002c002b002a002a002a002b002a002a00290028002700270027002600260026002500280029002800280029002a002b002b002a002a002b002a002a002a002a	\xffadffafffaeffaeffadffaeffadffadffadffabffabffacffaeffadffadffacffacffadffadffadffabffaaffaaffacffacffaaffabffabffacffadffaeffadffafffb1ffafffaeffaeffadffadffacffa9ffa8ffa9ffaaffa8ffa8ffa8ffa8ffa9ffab	\xfe72fe72fe72fe74fe74fe75fe75fe74fe75fe74fe75fe75fe75fe75fe75fe75fe77fe77fe76fe75fe74fe73fe72fe72fe6ffe6efe6ffe6ffe6ffe71fe72fe72fe72fe73fe72fe73fe74fe74fe74fe75fe74fe75fe75fe75fe75fe75fe74fe75fe76fe76
1368	4604	1411813507	\x002b002b002a0029002a002b002b002b002a00280029002a002b002b002a002a0028002c002d002b002a002900280029002a00290028002700280028002800290029002a0029002c002c002d002f002e002d002b002d002b002b002b002c002b002c002c	\xffacffaaffabffadffabffabffacffabffacffadffaeffacffacffadffadffacffabffacffabffabffabffacffabffabffacffaaffaaffabffacffabffacffabffaaffabffacffadffacffacffadffaeffafffaeffadffacffadffaeffadffaeffaeffae	\xfe76fe75fe76fe77fe79fe78fe79fe78fe78fe76fe75fe74fe73fe74fe72fe72fe71fe72fe73fe73fe73fe73fe74fe75fe74fe73fe73fe72fe73fe72fe72fe73fe75fe75fe74fe74fe74fe73fe72fe72fe71fe72fe72fe73fe74fe74fe75fe75fe76fe76
1369	4604	1411813508	\x002b002d002c002b002a002c002c002c002d002b002c002b002b002b002b002a00290029002b002b002b002a002a002a002b002c002a002a002a002a002b002d002b002c002e002f002f002f002e002e002f0030002f002e002e002d002e002d002d	\xffafffaeffaeffadffabffacffaaffabffacffacffacffadffaeffadffaeffadffabffabffa9ffaaffa9ffabffa9ffa9ffa9ffa9ffacffabffabffa9ffaaffaaffaaffabffabffacffacffacffaaffabffacffadffacffabffabffacffacffacffac	\xfe77fe76fe75fe75fe76fe76fe76fe76fe77fe76fe75fe76fe76fe76fe75fe76fe76fe76fe76fe76fe76fe76fe76fe76fe76fe76fe76fe76fe74fe74fe74fe74fe72fe73fe73fe72fe74fe74fe75fe74fe75fe74fe75fe76fe77fe76fe77fe78fe77
1370	4604	1411813509	\x002c002c002c002a002a002b002c002b002a002a0029002b002b002a0028002800280029002b002c002b002c002b002a0029002900280028002a002a002a002b002b002b002b002900290027002800280029002a002b002d002d002f002f002e002f002f	\xffacffacffa9ffaaffaaffacffabffabffaaffa9ffadffacffacffaaffacffacffadffaeffaeffaeffadffadffabffaaffaaffaaffa9ffa9ffaaffacffabffabffabffaaffa9ffaaffabffabffacffacffabffabffacffabffa9ffa8ffa7ffa8ffa8ffa8	\xfe77fe77fe76fe75fe75fe75fe75fe76fe76fe75fe76fe75fe75fe75fe75fe75fe75fe75fe76fe78fe78fe78fe77fe77fe75fe77fe76fe76fe76fe76fe76fe76fe79fe78fe77fe76fe77fe76fe75fe76fe74fe75fe74fe75fe74fe74fe75fe75fe75fe75
1371	4604	1411813510	\x002e002c002a00290029002a002900290029002a002b002b002a002900280026002900290028002a002b002b002b002b00290029002800280026002700270026002600250025002400250023002400230023002100210021002300230022002300240025	\xffa9ffa9ffaaffabffaaffaaffaaffa9ffa8ffa8ffa6ffa6ffa8ffa9ffabffacffabffabffacffabffaaffa8ffa7ffa7ffa8ffa9ffa9ffa9ffa8ffaaffa0ff9cff9bff99ff99ff98ff98ff96ff9eff9fff9eff9dff9cff9aff98ff96ff97ff98ff99ff98	\xfe76fe75fe76fe77fe77fe76fe76fe77fe76fe77fe77fe76fe76fe78fe78fe77fe78fe76fe76fe76fe77fe76fe77fe77fe7afe7dfe7afe79fe79fe78fe6dfe68fe63fe5ffe5ffe5dfe5cfe59fe61fe63fe62fe61fe5efe5efe5cfe5cfe5bfe5bfe5bfe5a
